,genes
4820,MARK2
4821,SMIM7
4822,ZFYVE9
4823,XKR4
4824,PCGF1
4825,KCNH4
4826,MLLT11
4827,FANCE
4828,CSNK1G1
4829,GRK4
4830,GSE1
4831,TRIM67
4832,AKAP10
4833,GABBR1
4834,P4HTM
4835,LINGO3
4836,NR2F2
4837,HTRA2
4838,DACH2
4839,NCAPG
4840,STXBP1
4841,ERAP1
4842,BFSP1
4843,NHLH1
4844,CDH23
4845,RBM47
4846,KCNB1
4847,MAP2K1
4848,MYH7B
4849,ENTPD6
4850,RHOU
4851,DBN1
4852,CKAP2
4853,SCN3A
4854,EAF1
4855,DUSP19
4856,RHOBTB1
4857,CDH2
4858,TACC3
4859,FHDC1
4860,METTL16
4861,MAP10
4862,PTPRK
4863,MICALL1
4864,TRIM46
4865,ARMC6
4866,TMEM59
4867,TP53INP2
4868,GPRIN3
4869,SMOC2
4870,MKRN2
4871,NTS
4872,CERCAM
4873,KCNA4
4874,DGAT2
4875,ZNF48
4876,NDFIP2
4877,CACNA1C
4878,TMEM39A
4879,GNGT2
4880,ZNF260
4881,ENO4
4882,SYNGR1
4883,KIF21B
4884,NKAIN3
4885,CEBPB
4886,CHST10
4887,SRGAP2
4888,EGFL7
4889,TTYH3
4890,DPH6
4891,SDHAF1
4892,PACS1
4893,JARID2
4894,CELSR2
4895,SUPT3H
4896,CELF3
4897,ZNF565
4898,PCOLCE2
4899,NRDE2
4900,HS3ST4
4901,TRAPPC6A
4902,CDADC1
4903,GNG12
4904,GBP2
4905,PGAM1
4906,HGSNAT
4907,BAZ2B
4908,PPHLN1
4909,BARD1
4910,FHOD3
4911,NTPCR
4912,LYAR
4913,ACE
4914,TICAM1
4915,ABCD2
4916,SPHK1
4917,NDRG4
4918,CBLB
4919,ADAM11
4920,DDX1
4921,RNF208
4922,GRM4
4923,MAPK10
4924,SLC25A4
4925,NRN1
4926,KIRREL2
4927,ETV3
4928,PTPRT
4929,MAN1C1
4930,ELK4
